article,pageviews
Vacuum_airship,20337
Vacuum_coffee_maker,121
Vacuum_ejector,291
Vacuum_energy,14700
Vacuum_flask,19520
Vacuum_permeability,77737
Vacuum_permittivity,185610
Vacuum_pump,481
Vacuum_tube,213707
Valence_and_conduction_bands,3055
Valence_electron,97562
Valley_of_stability,425
Van_Allen_radiation_belt,401393
Van_de_Graaff_generator,61082
Van_der_Waals_equation,20471
Vandana_Shiva,18371
Vantablack,220028
Vapor-compression_refrigeration,3661
Vapor_cone,8466
Vapor_pressure,66772
Vapor_quality,112
Vaporization,326
Vapour-pressure_deficit,226
Variable-sweep_wing,47309
Variable_speed_of_light,198
Variational_principle,240
Vector_(mathematics_and_physics),73031
Vector_boson,101
Vector_fields_in_cylindrical_and_spherical_coordinates,2417
Velocity,71836
Velocity-addition_formula,4754
Ventilation_(architecture),2395
Venturi_effect,101575
Vertex_distance,200
Vertex_operator_algebra,107
Vertical-cavity_surface-emitting_laser,199
Vertical_pressure_variation,996
Vertical_wind_tunnel,109
Very-long-baseline_interferometry,289
Very_Large_Array,53826
Very_high_frequency,62788
Very_low_frequency,7090
Vibrating-sample_magnetometer,105
Vibration,28272
Vibration_isolation,240
Vibronic_coupling,141
Victor_Ninov,7936
Victor_Weisskopf,477
Vikram_Sarabhai,48025
Vincenzo_Viviani,231
Virginia_Norwood,13006
Virial_theorem,16906
Virtual_image,101
Virtual_particle,25132
Virtual_work,106
Vis-viva_equation,205
Viscoelasticity,21583
Viscosity,385022
Visible_spectrum,165526
Visor,173
Vitreous_enamel,37507
Vitrification,18357
Vittorio_Prodi,528
Vladimir_E._Zakharov,746
Vladimir_Keilis-Borok,11845
Volatility_(chemistry),4201
Volt,143018
Volt-ampere,6120
Voltage,76909
Volume_fraction,128
Volume_of_fluid_method,194
Volumetric_flow_rate,17055
Von_Neumann's_elephant,3543
Von_Neumann_entropy,841
Vortex,72143
Vortex-induced_vibration,213
Vortex_generator,1468
Vortex_ring,1971
Vortex_ring_state,6906
Vortex_shedding,2254
Vorticity,4437
W._Jason_Morgan,7383
WKB_approximation,2397
W_and_Z_bosons,52117
W_band,167
Wafer_(electronics),70235
Wake_turbulence,5611
Walter_Dornberger,316
Walter_Gilbert,1050
Walter_Kohn,101
Walter_Rotman,497
Walther_Bothe,1297
Walther_Nernst,183
Wardenclyffe_Tower,126802
Washout_(aeronautics),215
Water,858795
Water_content,90
Water_cycle,116131
Water_fuel_cell,117052
Water_potential,2295
Water_retention_curve,136
Water_thread_experiment,1121
Water_vapor,43394
Waterspout,168612
Watt,427596
Watt_steam_engine,19959
Wave,63708
Wave_equation,79806
Wave_field_synthesis,1307
Wave_function,119258
Wave_function_collapse,71733
Wave_height,112
Wave_interference,58208
Wave_packet,3328
Wave_power,3256
Wave_shoaling,1334
Wave_vector,2368
Waveform,3043
Waveguide,9916
Waveguide_(radio_frequency),102
Wavelength,136094
Wavenumber,42617
Waveplate,1587
Weak_hypercharge,295
Weak_interaction,177023
Weak_isospin,122
Weakly_interacting_massive_particle,2574
Weapons-grade_nuclear_material,118
Wear,334
Web_of_Science,21445
Weber_(unit),6355
Weber_bar,494
Wedge,1421
Weight,22998
Weighted_catenary,625
Weightlessness,8366
Weinberg_angle,108
Weir,73750
Weissenberg_effect,220
Welch's_method,90
Welteislehre,2554
Wen_Ho_Lee,6383
Wendelstein_7-X,181
Werner_Heisenberg,1229217
Wernher_von_Braun,1188359
Western_Australian_radioactive_capsule_incident,7798
Westinghouse_Astronuclear_Laboratory,111
Westinghouse_Atom_Smasher,7078
Wet-bulb_temperature,491952
Wetting,873
What_the_Bleep_Do_We_Know!?,67061
Wheel_and_axle,785
Wheeler's_delayed-choice_experiment,417
Whirlpool,120960
Whirlwind,547
Whispering_gallery,282
Whistler_(radio),106
White's_illusion,800
White_dwarf,221875
White_hole,182579
White_noise,91389
Why_is_there_anything_at_all?,3226
Wick's_theorem,92
Wick_rotation,316
Wide-angle_X-ray_scattering,451
Wien's_displacement_law,39799
Wien_approximation,105
Wigner's_friend,16382
Wigner_crystal,2684
Wigner_effect,511
Wigner_quasiprobability_distribution,344
Wilkinson_Microwave_Anisotropy_Probe,236
Will_Roper,154
Willard_Boyle,2614
Willem_de_Sitter,505
William_A._Bardeen,131
William_Crookes,839
William_E._Caswell,1112
William_Gilbert_(physicist),1166
William_Happer,225
William_Higinbotham,933
William_Hyde_Wollaston,1734
William_Rowan_Hamilton,6303
William_Shockley,162226
William_Stanley_Jr.,11428
William_Whiston,596
Willie_Soon,21309
Willis_Lamb,3131
Wilson_loop,281
Wimshurst_machine,2093
Wind,96574
Wind_chill,16178
Wind_farm,17627
Wind_power,49937
Wind_shear,31803
Wind_speed,10600
Wind_tunnel,2513
Wind_turbine,98286
Wind_wave,20931
Windage,114
Window_blind,20087
Windward_and_leeward,70480
Wing,5144
Wing_configuration,9806
Wing_fence,128
Wing_warping,458
Wingspan,568
Wingsuit_flying,81543
Wingtip_device,40420
Wingtip_vortices,305
Wireless_power_transfer,43389
Wireless_telegraphy,18581
Wolf_Prize_in_Physics,1024
Wolfgang_Ketterle,187
Wolfgang_Pauli,66001
Wolfgang_Smith,1561
Woodstock_of_physics,2068
Work_(physics),117322
Work_(thermodynamics),1219
Work_function,4411
World_line,8738
Worldsheet,2811
Wormhole,486223
Wow!_signal,510061
Wright_brothers,1039268
Wu_Zhongchao,518
Wu_Zhonghua,4902
Wu_experiment,976
Wubbo_Ockels,183
X-energy,1972
X-ray,297952
X-ray_absorption_near_edge_structure,191
X-ray_astronomy,142
X-ray_crystallography,45512
X-ray_detector,211
X-ray_diffraction,297
X-ray_fluorescence,3008
X-ray_generator,270
X-ray_machine,2131
X-ray_photoelectron_spectroscopy,11460
X-ray_tube,1219
X_band,17720
Xallarap,142
Xiang_Zhang,363
Xkcd,77508
Yakir_Aharonov,911
Yang_Chen-Ning,48949
Yarkovsky_effect,1658
Yasushi_Takahashi,112
Yaw_(rotation),1490
Yellowcake,59874
Yevgeny_Zavoisky,1424
Yoichiro_Nambu,249
Young's_interference_experiment,368
Young's_modulus,144038
Yttrium_aluminium_garnet,196
Yttrium_barium_copper_oxide,1382
Yukawa_potential,94
Yuri_Milner,38974
Yuri_Orlov,95
Yvonne_Choquet-Bruhat,235
Z-pinch,1731
ZETA_(fusion_reactor),556
Z_Pulsed_Power_Facility,894
Zacharias_Janssen,1595
Zeeman_effect,26257
Zernike_polynomials,9133
Zero-energy_universe,382
Zero-point_energy,208973
Zeroth_law_of_thermodynamics,11181
Zeta_function_regularization,574
Zhong_Wanxie,200
Zhou_Guangzhao,397
Zinc_sulfide,183
Zoom_lens,195
